"","Id","Date","CDs","Price"
"310","1101",1997-02-11,1,11.77
"311","1101",1997-03-14,1,25.3
"312","1101",1997-03-25,1,13.97
"313","1102",1997-02-11,1,15.36
"314","1102",1997-06-19,1,14.99
"315","1102",1998-03-05,1,12.99
"316","1103",1997-02-11,1,6.79
"317","1104",1997-02-11,10,168.03
"318","1104",1998-02-22,11,162.89
"319","1104",1998-02-28,15,177.5
"320","1104",1998-05-10,17,258.15
"321","1105",1997-02-11,4,50.5
"322","1106",1997-02-11,3,33.31
"323","1107",1997-02-11,3,38.33
"324","1108",1997-02-11,7,111.49
"325","1108",1997-04-12,2,22.4
"326","1109",1997-02-11,1,9.77
"327","1109",1997-02-24,1,15.36
"328","1109",1997-05-23,1,9.77
"329","1109",1997-09-11,2,27.98
"330","1109",1998-03-26,2,19.56
"331","111",1997-01-06,1,9.97
"332","111",1997-01-08,1,12.97
"333","111",1998-06-04,1,12.58
"334","1110",1997-02-11,1,12.97
"335","1111",1997-02-11,3,26.53
"336","1112",1997-02-11,1,14.96
"337","1112",1997-06-20,1,14.96
"338","1112",1997-11-25,1,14.99
"339","1112",1998-05-02,1,8.38
"340","1113",1997-02-11,6,85.42
"341","1113",1997-02-17,2,27.94
"342","1114",1997-02-11,2,26.73
"343","1114",1997-02-12,2,29.73
"344","1114",1997-03-11,1,15.36
"345","1114",1997-03-24,3,45.28
"346","1114",1997-04-07,1,14.96
"347","1114",1997-05-07,2,27.56
"348","1114",1997-06-20,1,14.96
"349","1114",1997-10-31,1,8.49
"350","1114",1997-11-25,1,13.99
"351","1114",1998-04-02,3,41.06
"352","1114",1998-06-01,2,25.37
"353","1115",1997-02-11,1,15.96
"354","1116",1997-02-11,1,16.7
"355","1117",1997-02-11,1,13.97
"356","1117",1997-03-11,3,48.88
"357","1117",1997-06-17,1,14.96
"358","1117",1997-07-27,4,63.67
"359","1117",1997-09-02,6,64.43
"360","1117",1997-11-04,5,73.95
"361","1117",1997-12-31,3,25.47
"362","1117",1998-03-18,3,39.36
"363","1117",1998-06-11,2,19.56
"364","1118",1997-02-11,2,33.94
"365","1119",1997-02-11,1,15.96
"366","112",1997-01-06,7,156
"367","1120",1997-02-11,4,54.08
"368","1120",1997-02-20,4,51.87
"369","1121",1997-02-11,1,13.97
"370","1122",1997-02-11,2,29.73
"371","1122",1997-03-09,3,45.5
"372","1122",1997-04-21,2,67.95
"373","1122",1997-10-03,2,50.48
"374","1122",1997-10-17,1,13.99
"375","1122",1997-11-25,2,48.98
"376","1122",1998-04-07,2,33.98
"377","1123",1997-02-11,2,25.74
"378","1124",1997-02-11,1,13.97
"379","1124",1997-02-28,1,11.77
"380","1125",1997-02-11,6,36.11
"381","1125",1997-02-22,5,30.33
"382","1125",1997-03-21,12,80.24
"383","1125",1997-04-20,9,62.1
"384","1126",1997-02-11,1,15.96
"385","1126",1997-02-15,2,28.53
"386","1126",1997-02-23,1,15.36
"387","1126",1997-07-10,2,29.58
"388","1126",1997-07-15,5,89.47
"389","1126",1997-07-27,5,70.26
"390","1126",1997-08-18,4,58.67
"391","1126",1997-09-12,3,34.97
"392","1126",1997-10-02,2,24.48
"393","1126",1997-10-13,2,21.48
"394","1126",1997-10-25,2,21.48
"395","1126",1997-11-10,2,24.48
"396","1126",1997-11-18,3,38.97
"397","1126",1998-01-11,5,64.45
"398","1126",1998-01-12,6,86.94
"399","1126",1998-02-01,4,61.05
"400","1127",1997-02-11,3,39.35
"401","1127",1997-04-05,3,41.35
"402","1127",1997-05-27,4,50.28
"403","1127",1998-03-29,5,57.95
"404","1128",1997-02-11,2,23.09
"405","1129",1997-02-11,2,27.94
"406","1129",1997-04-12,2,29.92
"407","1129",1997-06-08,3,57.5
"408","1129",1997-06-26,2,29.92
"409","1129",1997-09-14,4,56.96
"410","1129",1997-09-24,4,56.96
"411","1129",1997-11-30,3,42.97
"412","1129",1998-01-10,2,35.98
"413","1129",1998-02-14,2,51.98
"414","1129",1998-02-21,1,13.99
"415","1129",1998-03-10,2,18.48
"416","1129",1998-05-29,2,27.58
"417","113",1997-01-06,1,11.77
"418","1130",1997-02-11,1,15.96
"419","1131",1997-02-11,2,44.98
"420","1132",1997-02-11,2,25.74
"421","1133",1997-02-12,2,53.98
"422","1134",1997-02-12,1,9.99
"423","1134",1997-03-24,2,49.98
"424","1134",1997-04-08,1,14.96
"425","1134",1997-07-30,1,9.99
"426","1134",1997-09-07,1,14.99
"427","1134",1997-09-27,3,40.97
"428","1134",1997-10-20,1,12.99
"429","1134",1997-11-03,1,9.49
"430","1134",1997-11-14,1,19.49
"431","1134",1997-12-12,1,12.99
"432","1134",1998-01-02,2,27.98
"433","1134",1998-01-07,1,89.49
"434","1134",1998-02-08,1,11.88
"435","1134",1998-03-17,1,15.99
"436","1134",1998-04-18,2,29.98
"437","1134",1998-04-22,1,12.99
"438","1134",1998-05-02,1,11.88
"439","1134",1998-05-05,1,14.49
"440","1134",1998-05-26,1,11.88
"441","1135",1997-02-12,2,11.78
"442","1136",1997-02-12,4,69.55
"443","1136",1997-02-15,5,60.64
"444","1136",1997-02-17,2,29.66
"445","1136",1997-02-24,3,150.5
"446","1136",1997-02-25,1,14.96
"447","1136",1997-03-12,5,59.07
"448","1136",1997-03-17,4,62.47
"449","1136",1997-03-29,3,37.11
"450","1136",1997-04-01,3,38.5
"451","1136",1997-04-06,3,54.11
"452","1136",1997-04-15,2,40.4
"453","1136",1997-05-07,3,45.88
"454","1136",1997-06-16,2,30.32
"455","1136",1998-02-02,1,22.49
"456","1136",1998-02-08,3,40.36
"457","1136",1998-06-04,6,78.44
"458","1136",1998-06-11,2,35.07
"459","1136",1998-06-17,2,23.76
"460","1137",1997-02-12,6,78.43
"461","1137",1997-06-21,3,35.71
"462","1137",1997-10-25,4,48.96
"463","1137",1997-11-08,3,74.47
"464","1137",1997-12-10,3,49.47
"465","1137",1997-12-15,1,65.99
"466","1138",1997-02-12,1,14.96
"467","1139",1997-02-12,2,28.76
"468","1139",1997-06-24,2,30.15
"469","114",1997-01-06,1,14.37
"470","114",1997-06-24,1,24.99
"471","1140",1997-02-12,1,14.99
"472","1140",1997-11-09,5,72.45
"473","1141",1997-02-12,2,28.33
"474","1141",1997-02-17,1,13.97
"475","1142",1997-02-12,1,11.99
"476","1143",1997-02-12,3,39.7
"477","1144",1997-02-12,3,75.97
"478","1145",1997-02-12,1,11.77
"479","1146",1997-02-12,1,32.99
"480","1146",1997-03-04,2,18.28
"481","1146",1997-03-11,1,9.99
"482","1146",1997-04-13,1,12.49
"483","1147",1997-02-12,2,19.54
"484","1148",1997-02-12,1,16.36
"485","1149",1997-02-12,1,9.77
"486","115",1997-01-06,2,29.33
"487","1150",1997-02-12,1,29.99
"488","1151",1997-02-12,1,42.77
"489","1152",1997-02-12,5,92.07
"490","1152",1997-05-08,7,103.18
"491","1153",1997-02-12,2,24.98
"492","1154",1997-02-12,2,30.33
"493","1154",1997-02-16,1,14.96
"494","1155",1997-02-12,1,9.77
"495","1156",1997-02-12,1,9.97
"496","1157",1997-02-12,1,14.37
"497","1158",1997-02-13,1,15.96
"498","1159",1997-02-13,2,50.76
"499","116",1997-01-06,1,8.77
"500","116",1997-02-12,3,28.31
"501","116",1998-01-02,4,58.46
"502","116",1998-05-26,3,14.47
"503","1160",1997-02-13,1,74.37
"504","1160",1997-07-18,2,19.98
"505","1160",1997-08-24,3,54.77
"506","1160",1997-09-19,3,56.97
"507","1160",1997-09-21,2,26.98
"508","1160",1997-10-15,2,28.48
"509","1160",1997-10-21,1,65.99
"510","1160",1997-11-21,2,20.98
"511","1160",1997-12-23,2,19.48
"512","1160",1998-01-02,1,18.49
"513","1160",1998-01-23,2,25.98
"514","1161",1997-02-13,1,19.99
"515","1162",1997-02-13,2,32.72
"516","1163",1997-02-13,1,49.99
"517","1164",1997-02-13,2,30.73
"518","1164",1997-04-08,2,37.54
"519","1164",1997-06-01,2,24.54
"520","1164",1997-10-07,1,20.99
"521","1164",1998-03-25,1,9.33
"522","1164",1998-06-14,1,59.47
"523","1165",1997-02-13,6,77.42
"524","1166",1997-02-13,7,88.8
"525","1166",1997-02-17,4,54.88
"526","1166",1997-02-18,2,27.13
"527","1166",1997-02-19,2,27.93
"528","1166",1997-02-22,3,38.7
"529","1166",1998-03-27,2,14.84
"530","1166",1998-03-30,2,21.98
"531","1166",1998-04-04,2,21.66
"532","1166",1998-05-07,1,9.99
"533","1166",1998-05-15,1,35.99
"534","1166",1998-05-19,1,15.99
"535","1166",1998-05-22,1,13.49
"536","1166",1998-05-28,10,116.9
"537","1166",1998-06-01,1,4.49
"538","1166",1998-06-03,1,15.49
"539","1166",1998-06-24,1,12.99
"540","1167",1997-02-13,1,12.97
"541","1167",1998-03-28,2,20.98
"542","1168",1997-02-13,1,11.77
"543","1168",1997-02-18,1,9.97
"544","1168",1998-01-08,1,11.49
"545","1169",1997-02-13,1,15.96
"546","117",1997-01-06,1,8.77
"547","1170",1997-02-13,3,46.52
"548","1170",1997-03-04,3,59.97
"549","1171",1997-02-13,1,12.97
"550","1172",1997-02-13,1,12.49
"551","1172",1997-02-27,1,14.96
"552","1172",1997-02-28,1,14.96
"553","1172",1997-03-27,1,13.97
"554","1173",1997-02-13,2,28.74
"555","1174",1997-02-13,1,12.49
"556","1175",1997-02-13,4,59.28
"557","1176",1997-02-13,1,10.97
"558","1177",1997-02-13,1,5.78
"559","1178",1997-02-13,2,27.94
"560","1178",1997-04-16,2,32.26
"561","1179",1997-02-13,1,13.97
"562","118",1997-01-06,1,11.77
"563","1180",1997-02-13,1,13.97
"564","1180",1998-03-05,2,28.98
"565","1180",1998-06-13,3,37.47
"566","1181",1997-02-13,4,50.67
"567","1181",1997-02-17,3,43.73
"568","1181",1997-08-18,2,28.74
"569","1181",1997-08-31,1,28.18
"570","1181",1997-10-13,2,18.98
"571","1181",1998-02-08,2,50.48
"572","1181",1998-03-07,5,65.45
"573","1181",1998-03-09,1,9.49
"574","1181",1998-03-19,1,16.99
"575","1181",1998-03-31,4,37.96
"576","1181",1998-04-15,2,30.98
"577","1181",1998-05-14,3,46.47
"578","1181",1998-06-04,1,9.49
"579","1181",1998-06-14,5,61.45
"580","1182",1997-02-13,2,22.76
"581","1183",1997-02-14,6,69.94
"582","1183",1997-05-21,1,17.9
"583","1183",1997-07-02,3,41.69
"584","1183",1997-07-08,2,32.72
"585","1183",1997-11-02,2,26.98
"586","1183",1997-12-02,1,16.49
"587","1183",1998-06-14,3,38.24
"588","1184",1997-02-14,5,48.31
"589","1184",1997-04-03,1,12.77
"590","1184",1997-04-10,3,31.05
"591","1184",1997-05-22,2,29.92
"592","1184",1997-07-09,1,4.79
"593","1184",1997-10-17,1,9.99
"594","1184",1997-12-14,3,34.47
"595","1184",1998-02-10,2,21.48
"596","1185",1997-02-14,2,26.73
"597","1185",1997-09-13,3,38.97
"598","1186",1997-02-14,1,14.37
"599","1187",1997-02-14,1,14.37
"600","1187",1997-09-14,3,42.97
"601","1187",1997-09-30,3,41.97
"602","1187",1997-10-18,1,13.99
"603","1187",1997-10-26,1,22.49
"604","1187",1997-11-30,1,15.49
"605","1187",1998-01-18,3,40.56
"606","1187",1998-05-12,1,15.49
"607","1187",1998-05-16,2,42.98
"608","1188",1997-02-14,2,42.36
"609","1188",1997-03-11,1,15.36
"610","1188",1997-12-15,1,18.49
"611","1189",1997-02-14,1,14.37
"612","1189",1997-08-02,2,28.93
"613","1189",1997-09-24,2,25.98
"614","1189",1998-01-02,2,25.98
"615","1189",1998-06-04,4,51.03
"616","119",1997-01-06,1,9.98
"617","1190",1997-02-14,5,62.87
"618","1190",1997-02-20,2,21.74
"619","1191",1997-02-14,2,21.95
"620","1192",1997-02-14,1,15.36
"621","1193",1997-02-14,1,63.37
"622","1193",1997-02-15,4,49.28
"623","1193",1997-02-22,1,24.37
"624","1194",1997-02-14,1,11.77
"625","1194",1997-02-25,1,11.77
"626","1194",1997-12-21,1,15.49
"627","1194",1998-06-09,2,20.98
"628","1195",1997-02-14,1,0
"629","1196",1997-02-14,1,15.96
"630","1197",1997-02-14,2,41.54
"631","1198",1997-02-14,2,24.74
"632","1198",1997-02-18,2,24.74
"633","1199",1997-02-14,5,58.24
"634","1199",1997-02-24,3,44.93
"635","1199",1997-03-21,1,14.99
"636","1199",1997-03-31,2,23.14
"637","1199",1997-04-20,1,12.7
"638","1199",1997-04-24,1,19.99
"639","1199",1997-05-07,3,51.89
"640","1199",1997-05-30,1,14.99
"641","1199",1997-10-07,1,13.99
"642","12",1997-01-01,1,13.97
"643","120",1997-01-06,1,19.77
"644","1200",1997-02-14,2,25.94
"645","1201",1997-02-14,1,9.98
"646","1201",1997-03-18,4,35.51
"647","1201",1997-03-27,4,43.92
"648","1201",1997-05-20,6,62.26
"649","1201",1997-06-27,3,29.94
"650","1201",1997-07-24,4,42.7
"651","1201",1997-08-20,4,32.69
"652","1201",1997-10-01,5,47.95
"653","1201",1997-12-02,1,9.99
"654","1201",1997-12-09,3,25.97
"655","1201",1998-01-19,4,47.96
"656","1201",1998-01-20,2,25.48
"657","1201",1998-02-26,5,60.34
"658","1201",1998-03-18,3,33.54
"659","1201",1998-03-19,1,13.99
"660","1201",1998-05-20,3,39.25
"661","1201",1998-06-10,4,47.35
"662","1202",1997-02-14,1,14.99
"663","1203",1997-02-14,2,28.27
"664","1203",1997-02-22,1,15.96
"665","1203",1997-04-26,3,44.43
"666","1203",1997-06-01,2,29.33
"667","1203",1997-06-08,3,42.69
"668","1203",1997-08-21,4,42.11
"669","1203",1997-09-09,3,39.47
"670","1203",1997-10-07,2,27.98
"671","1203",1997-10-10,1,28.49
"672","1203",1997-10-16,3,44.47
"673","1203",1997-10-23,3,45.47
"674","1203",1997-10-27,3,41.47
"675","1203",1997-10-31,3,40.97
"676","1203",1997-11-10,2,30.48
"677","1203",1997-11-17,3,38.47
"678","1203",1997-11-18,1,11.49
"679","1203",1997-11-27,5,65.95
"680","1203",1997-12-07,4,64.46
"681","1203",1997-12-10,2,25.98
"682","1203",1998-01-01,3,30.47
"683","1203",1998-01-04,3,41.97
"684","1203",1998-01-11,3,32.97
"685","1203",1998-01-17,3,41.47
"686","1203",1998-02-02,4,70.58
"687","1203",1998-02-03,1,15.49
"688","1203",1998-02-05,2,26.48
"689","1203",1998-02-14,2,22.98
"690","1203",1998-02-28,8,123.92
"691","1203",1998-03-01,3,39.47
"692","1203",1998-03-02,3,39.97
"693","1203",1998-03-09,1,11.49
"694","1203",1998-03-24,2,29.98
"695","1203",1998-04-16,2,27.37
"696","1203",1998-04-24,3,49.4
"697","1203",1998-04-26,2,27.37
"698","1203",1998-05-03,2,20.98
"699","1203",1998-05-07,3,38
"700","1203",1998-05-18,3,45.47
"701","1203",1998-05-26,3,38.07
"702","1203",1998-06-06,1,12.58
"703","1203",1998-06-26,3,43.36
"704","1204",1997-02-14,1,14.96
"705","1205",1997-02-14,1,34.97
"706","1206",1997-02-14,3,26.57
"707","1207",1997-02-14,5,58.05
"708","1207",1997-02-16,3,46.29
"709","1208",1997-02-15,1,44.77
"710","1209",1997-02-15,3,67.51
"711","121",1997-01-06,1,15.96
"712","121",1997-01-27,1,13.77
"713","1210",1997-02-15,2,25.74
"714","1211",1997-02-15,2,24.73
"715","1211",1997-10-30,3,51.97
"716","1212",1997-02-15,5,66.85
"717","1212",1997-11-06,4,56.96
"718","1212",1998-03-05,3,35.47
"719","1213",1997-02-15,3,35.31
"720","1214",1997-02-15,1,49.99
"721","1215",1997-02-15,1,11.77
"722","1215",1998-02-22,2,28.56
"723","1216",1997-02-15,7,101.11
"724","1217",1997-02-15,2,28.98
"725","1217",1997-03-30,1,13.97
"726","1218",1997-02-15,1,14.37
"727","1219",1997-02-15,1,14.37
"728","122",1997-01-06,11,163.52
"729","1220",1997-02-15,4,59.06
"730","1220",1997-03-13,4,56.28
"731","1220",1998-05-28,3,40.47
"732","1221",1997-02-15,1,20.99
"733","1221",1997-10-14,1,11.49
"734","1222",1997-02-15,2,29.73
"735","1223",1997-02-15,1,3.99
"736","1224",1997-02-15,1,12.97
"737","1225",1997-02-15,3,37.51
"738","1226",1997-02-15,1,12.49
